TransactionID,Date,ProductID,ChannelID,Quantity,UnitPrice,Revenue,IsRefund,Currency
TXN000077,2026-01-22,PR03,CH01,1,999,999,0,INR
TXN000078,2026-01-22,PR03,CH01,1,1999,1999,0,INR
TXN000079,2026-01-24,PR03,CH02,1,1999,1999,0,INR
TXN000080,2026-01-25,PR01,CH01,1,799,799,0,INR
TXN000081,2026-01-25,PR01,CH02,1,799,0,1,INR
TXN000082,2026-01-25,PR03,CH03,1,1299,1299,0,INR
TXN000083,2026-01-26,PR03,CH03,1,799,799,0,INR
TXN000084,2026-01-27,PR01,CH03,1,999,999,0,INR
TXN000085,2026-01-27,PR01,CH02,1,1999,1999,0,INR
TXN000086,2026-01-27,PR01,CH02,1,999,999,0,INR
TXN000087,2026-01-28,PR01,CH01,1,1299,1299,0,INR
TXN000088,2026-01-28,PR01,CH01,1,799,799,0,INR
TXN000089,2026-01-28,PR01,CH03,1,1499,1499,0,INR
TXN000090,2026-01-28,PR03,CH01,1,999,999,0,INR
TXN000091,2026-01-29,PR01,CH02,1,799,799,0,INR
TXN000092,2026-01-29,PR01,CH02,1,1499,1499,0,INR
TXN000093,2026-01-29,PR03,CH01,1,1299,1299,0,INR
TXN000094,2026-01-29,PR03,CH03,1,799,799,0,INR
TXN000095,2026-01-31,PR03,CH02,1,1299,1299,0,INR
TXN000096,2026-01-31,PR03,CH01,1,999,0,1,INR
TXN000097,2026-02-02,PR01,CH02,1,1299,1299,0,INR
TXN000098,2026-02-02,PR01,CH02,1,1999,1999,0,INR
TXN000099,2026-02-03,PR01,CH02,1,999,999,0,INR
TXN000100,2026-02-03,PR01,CH02,1,799,799,0,INR
TXN000101,2026-02-04,PR01,CH02,1,1499,1499,0,INR
TXN000102,2026-02-05,PR03,CH02,1,799,799,0,INR
TXN000103,2026-02-06,PR03,CH03,1,999,999,0,INR
TXN000104,2026-02-06,PR03,CH01,1,1299,1299,0,INR
TXN000105,2026-02-06,PR03,CH03,1,799,799,0,INR
TXN000106,2026-02-10,PR03,CH03,1,999,999,0,INR
TXN000107,2026-02-10,PR03,CH02,1,1499,1499,0,INR
TXN000108,2026-02-10,PR03,CH01,1,1299,1299,0,INR
TXN000109,2026-02-11,PR03,CH03,1,1299,1299,0,INR
TXN000110,2026-02-13,PR03,CH03,1,999,999,0,INR
TXN000111,2026-02-13,PR03,CH02,1,1999,1999,0,INR
TXN000112,2026-02-14,PR01,CH01,1,999,999,0,INR
TXN000113,2026-02-17,PR01,CH01,1,1499,1499,0,INR
TXN000114,2026-02-17,PR01,CH03,1,1999,1999,0,INR
TXN000115,2026-02-17,PR03,CH02,1,1499,1499,0,INR
TXN000116,2026-02-18,PR01,CH01,1,799,799,0,INR
TXN000117,2026-02-19,PR01,CH03,1,1999,1999,0,INR
TXN000118,2026-02-19,PR01,CH03,1,999,999,0,INR
TXN000119,2026-02-21,PR03,CH02,1,1499,1499,0,INR
TXN000120,2026-02-22,PR01,CH03,1,1499,1499,0,INR
TXN000121,2026-02-23,PR01,CH03,1,1499,1499,0,INR
TXN000122,2026-02-23,PR01,CH01,1,1299,1299,0,INR
TXN000123,2026-02-24,PR01,CH02,1,1499,1499,0,INR
TXN000124,2026-02-27,PR03,CH03,1,999,999,0,INR
TXN000125,2026-03-02,PR03,CH03,1,799,799,0,INR
TXN000126,2026-03-02,PR03,CH03,1,1499,1499,0,INR
TXN000127,2026-03-03,PR01,CH02,1,1499,1499,0,INR
TXN000128,2026-03-03,PR01,CH02,1,1999,1999,0,INR
TXN000129,2026-03-03,PR01,CH03,1,1999,1999,0,INR
TXN000130,2026-03-05,PR03,CH02,1,999,999,0,INR
TXN000131,2026-03-06,PR01,CH03,1,1999,0,1,INR
TXN000132,2026-03-06,PR01,CH02,1,1999,1999,0,INR
TXN000133,2026-03-07,PR01,CH01,1,1499,1499,0,INR
TXN000134,2026-03-09,PR03,CH02,1,1499,1499,0,INR
TXN000135,2026-03-09,PR03,CH01,1,1499,0,1,INR
TXN000136,2026-03-10,PR03,CH02,1,999,999,0,INR
TXN000137,2026-03-10,PR03,CH03,1,799,799,0,INR
TXN000138,2026-03-10,PR03,CH01,1,999,999,0,INR
TXN000139,2026-03-10,PR03,CH03,1,999,999,0,INR
TXN000140,2026-03-11,PR03,CH02,1,1299,1299,0,INR
TXN000141,2026-03-11,PR03,CH01,1,1999,1999,0,INR
TXN000142,2026-03-11,PR03,CH03,1,799,799,0,INR
TXN000143,2026-03-12,PR03,CH02,1,1999,1999,0,INR
TXN000144,2026-03-12,PR04,CH02,1,999,999,0,INR
TXN000145,2026-03-12,PR04,CH03,1,999,999,0,INR
TXN000146,2026-03-12,PR04,CH02,1,1999,1999,0,INR
TXN000147,2026-03-13,PR01,CH03,1,799,799,0,INR
TXN000148,2026-03-14,PR04,CH02,1,799,799,0,INR
TXN000149,2026-03-14,PR04,CH02,1,1499,1499,0,INR
TXN000150,2026-03-15,PR03,CH03,1,1299,1299,0,INR
TXN000151,2026-03-15,PR04,CH02,1,1499,1499,0,INR
TXN000152,2026-03-15,PR04,CH03,1,1999,1999,0,INR
TXN000153,2026-03-16,PR01,CH01,1,1299,1299,0,INR
TXN000154,2026-03-16,PR01,CH01,1,1499,1499,0,INR
TXN000155,2026-03-16,PR03,CH02,1,799,799,0,INR
TXN000156,2026-03-18,PR03,CH02,1,1999,0,1,INR
TXN000157,2026-03-18,PR04,CH01,1,999,999,0,INR
TXN000158,2026-03-18,PR04,CH02,1,1999,1999,0,INR
TXN000159,2026-03-18,PR04,CH03,1,1499,1499,0,INR
TXN000160,2026-03-19,PR03,CH01,1,1299,1299,0,INR
TXN000161,2026-03-19,PR04,CH02,1,1999,1999,0,INR
TXN000162,2026-03-20,PR01,CH02,1,1499,1499,0,INR
TXN000163,2026-03-20,PR03,CH02,1,1499,1499,0,INR
TXN000164,2026-03-22,PR03,CH01,1,999,999,0,INR
TXN000165,2026-03-23,PR01,CH03,1,1999,1999,0,INR
TXN000166,2026-03-25,PR04,CH03,1,1299,1299,0,INR
TXN000167,2026-03-25,PR04,CH01,1,1499,1499,0,INR
TXN000168,2026-03-25,PR04,CH01,1,1999,1999,0,INR
TXN000169,2026-03-26,PR04,CH02,1,1499,1499,0,INR
TXN000170,2026-03-26,PR04,CH01,1,1499,1499,0,INR
TXN000171,2026-03-26,PR04,CH03,1,799,799,0,INR
TXN000172,2026-03-27,PR01,CH02,1,799,799,0,INR
TXN000173,2026-03-27,PR01,CH01,1,1999,1999,0,INR
TXN000174,2026-03-27,PR03,CH03,1,999,999,0,INR
TXN000175,2026-03-28,PR01,CH02,1,1999,1999,0,INR
TXN000176,2026-03-28,PR01,CH02,1,1999,1999,0,INR
TXN000177,2026-03-28,PR03,CH03,1,799,799,0,INR
TXN000178,2026-03-29,PR03,CH01,1,999,999,0,INR
TXN000179,2026-03-30,PR04,CH02,1,799,799,0,INR
TXN000180,2026-03-31,PR01,CH03,1,1499,1499,0,INR
TXN000181,2026-04-01,PR01,CH03,1,999,999,0,INR
TXN000182,2026-04-01,PR04,CH02,1,999,999,0,INR
TXN000183,2026-04-02,PR04,CH03,1,1299,1299,0,INR
TXN000184,2026-04-05,PR01,CH02,1,1299,1299,0,INR
TXN000185,2026-04-06,PR01,CH03,1,1999,1999,0,INR
TXN000186,2026-04-06,PR03,CH03,1,1299,1299,0,INR
TXN000187,2026-04-06,PR03,CH01,1,1499,1499,0,INR
TXN000188,2026-04-06,PR03,CH02,1,1299,1299,0,INR
TXN000189,2026-04-06,PR03,CH03,1,1499,1499,0,INR
TXN000190,2026-04-08,PR01,CH01,1,1299,1299,0,INR
TXN000191,2026-04-08,PR04,CH02,1,1999,1999,0,INR
TXN000192,2026-04-10,PR01,CH03,1,799,799,0,INR
TXN000193,2026-04-11,PR04,CH03,1,1499,1499,0,INR
TXN000194,2026-04-12,PR04,CH02,1,1499,1499,0,INR
TXN000195,2026-04-12,PR04,CH03,1,1999,1999,0,INR
TXN000196,2026-04-12,PR04,CH03,1,999,999,0,INR
TXN000197,2026-04-14,PR01,CH01,1,1499,1499,0,INR
TXN000198,2026-04-14,PR01,CH03,1,999,999,0,INR
TXN000199,2026-04-14,PR03,CH03,1,1299,1299,0,INR
TXN000200,2026-04-16,PR03,CH03,1,999,999,0,INR
TXN000201,2026-04-17,PR01,CH02,1,1299,1299,0,INR
TXN000202,2026-04-17,PR04,CH02,1,1299,1299,0,INR
TXN000203,2026-04-17,PR04,CH03,1,1499,1499,0,INR
TXN000204,2026-04-19,PR01,CH02,1,1499,1499,0,INR
TXN000205,2026-04-19,PR03,CH03,1,999,999,0,INR
TXN000206,2026-04-19,PR03,CH01,1,1499,1499,0,INR
TXN000207,2026-04-19,PR04,CH03,1,1499,1499,0,INR
TXN000208,2026-04-20,PR01,CH03,1,999,999,0,INR
TXN000209,2026-04-21,PR01,CH01,1,1499,1499,0,INR
TXN000210,2026-04-21,PR03,CH01,1,999,999,0,INR
TXN000211,2026-04-21,PR03,CH03,1,999,999,0,INR
TXN000212,2026-04-21,PR04,CH02,1,1299,1299,0,INR
TXN000213,2026-04-23,PR01,CH03,1,1499,1499,0,INR
TXN000214,2026-04-23,PR03,CH02,1,1999,1999,0,INR
TXN000215,2026-04-24,PR01,CH02,1,999,999,0,INR
TXN000216,2026-04-25,PR01,CH01,1,1499,1499,0,INR
TXN000217,2026-04-28,PR01,CH01,1,999,999,0,INR
TXN000218,2026-04-28,PR03,CH02,1,1999,1999,0,INR
TXN000219,2026-04-29,PR01,CH01,1,1499,1499,0,INR
TXN000220,2026-04-29,PR04,CH02,1,1299,1299,0,INR
TXN000221,2026-05-01,PR01,CH03,1,1499,1499,0,INR
TXN000222,2026-05-02,PR01,CH02,1,799,799,0,INR
TXN000223,2026-05-02,PR01,CH03,1,1299,1299,0,INR
TXN000224,2026-05-02,PR01,CH03,1,1299,0,1,INR
TXN000225,2026-05-02,PR01,CH03,1,1499,1499,0,INR
TXN000226,2026-05-02,PR03,CH03,1,799,799,0,INR
TXN000227,2026-05-02,PR04,CH02,1,999,999,0,INR
TXN000228,2026-05-03,PR03,CH03,1,1299,1299,0,INR
TXN000229,2026-05-03,PR04,CH03,1,999,999,0,INR
TXN000230,2026-05-04,PR01,CH03,1,799,799,0,INR
TXN000231,2026-05-04,PR01,CH02,1,799,799,0,INR
TXN000232,2026-05-04,PR03,CH01,1,1299,1299,0,INR
TXN000233,2026-05-05,PR03,CH02,1,1999,1999,0,INR
TXN000234,2026-05-06,PR03,CH02,1,1299,1299,0,INR
TXN000235,2026-05-06,PR03,CH02,1,799,799,0,INR
TXN000236,2026-05-07,PR01,CH01,1,1499,1499,0,INR
TXN000237,2026-05-07,PR03,CH02,1,799,799,0,INR
TXN000238,2026-05-07,PR03,CH01,1,1299,1299,0,INR
TXN000239,2026-05-08,PR01,CH03,1,1299,1299,0,INR
TXN000240,2026-05-08,PR03,CH02,1,799,799,0,INR
TXN000241,2026-05-08,PR03,CH02,1,799,799,0,INR
TXN000242,2026-05-08,PR04,CH02,1,1999,1999,0,INR
TXN000243,2026-05-08,PR04,CH01,1,1499,1499,0,INR
TXN000244,2026-05-08,PR04,CH02,1,1499,1499,0,INR
TXN000245,2026-05-09,PR04,CH01,1,799,799,0,INR
TXN000246,2026-05-09,PR04,CH03,1,999,999,0,INR
TXN000247,2026-05-09,PR04,CH02,1,1999,1999,0,INR
TXN000248,2026-05-09,PR04,CH03,1,999,999,0,INR
TXN000249,2026-05-10,PR01,CH02,1,1999,1999,0,INR
TXN000250,2026-05-10,PR03,CH01,1,1299,1299,0,INR
TXN000251,2026-05-10,PR03,CH02,1,999,999,0,INR
TXN000252,2026-05-10,PR03,CH01,1,1299,1299,0,INR
TXN000253,2026-05-10,PR04,CH02,1,799,799,0,INR
TXN000254,2026-05-10,PR04,CH01,1,799,799,0,INR
TXN000255,2026-05-10,PR04,CH02,1,799,799,0,INR
TXN000256,2026-05-11,PR01,CH03,1,799,799,0,INR
TXN000257,2026-05-11,PR04,CH03,1,999,999,0,INR
TXN000258,2026-05-11,PR04,CH03,1,999,999,0,INR
TXN000259,2026-05-11,PR04,CH01,1,1299,1299,0,INR
TXN000260,2026-05-11,PR04,CH03,1,799,799,0,INR
TXN000261,2026-05-12,PR01,CH01,1,1999,1999,0,INR
TXN000262,2026-05-12,PR01,CH01,1,799,799,0,INR
TXN000263,2026-05-12,PR01,CH01,1,999,0,1,INR
TXN000264,2026-05-12,PR01,CH01,1,1999,1999,0,INR
TXN000265,2026-05-13,PR01,CH03,1,799,799,0,INR
TXN000266,2026-05-13,PR04,CH03,1,1999,1999,0,INR
TXN000267,2026-05-14,PR03,CH01,1,1999,1999,0,INR
TXN000268,2026-05-14,PR03,CH03,1,799,799,0,INR
TXN000269,2026-05-14,PR03,CH02,1,1499,1499,0,INR
TXN000270,2026-05-15,PR01,CH02,1,799,799,0,INR
TXN000271,2026-05-16,PR03,CH03,1,1999,1999,0,INR
TXN000272,2026-05-17,PR01,CH02,1,1499,1499,0,INR
TXN000273,2026-05-17,PR04,CH01,1,1999,1999,0,INR
TXN000274,2026-05-20,PR04,CH02,1,999,999,0,INR
TXN000275,2026-05-21,PR05,CH02,1,999,999,0,INR
TXN000276,2026-05-22,PR01,CH03,1,1999,1999,0,INR
TXN000277,2026-05-22,PR05,CH02,1,799,799,0,INR
TXN000278,2026-05-23,PR01,CH02,1,799,799,0,INR
TXN000279,2026-05-23,PR04,CH01,1,799,799,0,INR
TXN000280,2026-05-23,PR05,CH01,1,1299,1299,0,INR
TXN000281,2026-05-24,PR01,CH03,1,1999,1999,0,INR
TXN000282,2026-05-24,PR01,CH03,1,1999,0,1,INR
TXN000283,2026-05-24,PR03,CH03,1,1299,0,1,INR
TXN000284,2026-05-24,PR03,CH02,1,1299,1299,0,INR
TXN000285,2026-05-24,PR03,CH02,1,799,799,0,INR
TXN000286,2026-05-24,PR05,CH01,1,999,999,0,INR
TXN000287,2026-05-25,PR01,CH01,1,1999,1999,0,INR
TXN000288,2026-05-25,PR01,CH02,1,1499,1499,0,INR
TXN000289,2026-05-25,PR01,CH02,1,1299,1299,0,INR
TXN000290,2026-05-25,PR03,CH03,1,1999,1999,0,INR
TXN000291,2026-05-26,PR01,CH03,1,799,799,0,INR
TXN000292,2026-05-26,PR03,CH02,1,1999,1999,0,INR
TXN000293,2026-05-26,PR05,CH01,1,1299,1299,0,INR
TXN000294,2026-05-27,PR03,CH02,1,1999,1999,0,INR
TXN000295,2026-05-28,PR01,CH01,1,999,999,0,INR
TXN000296,2026-05-29,PR04,CH01,1,999,999,0,INR
TXN000297,2026-05-29,PR05,CH03,1,1999,1999,0,INR
TXN000298,2026-05-30,PR01,CH01,1,1499,1499,0,INR
TXN000299,2026-05-30,PR01,CH01,1,1499,0,1,INR
TXN000300,2026-05-30,PR03,CH02,1,1999,1999,0,INR
TXN000301,2026-05-30,PR03,CH02,1,1499,1499,0,INR
TXN000302,2026-05-30,PR03,CH02,1,799,799,0,INR
TXN000303,2026-05-30,PR05,CH02,1,1299,1299,0,INR
TXN000304,2026-05-30,PR05,CH01,1,999,999,0,INR
TXN000305,2026-05-30,PR05,CH02,1,1999,1999,0,INR
TXN000306,2026-05-31,PR01,CH03,1,1299,1299,0,INR
TXN000307,2026-05-31,PR01,CH01,1,799,799,0,INR
TXN000308,2026-05-31,PR05,CH02,1,1299,1299,0,INR
TXN000309,2026-05-31,PR05,CH03,1,999,999,0,INR
TXN000310,2026-06-01,PR04,CH03,1,799,799,0,INR
TXN000311,2026-06-01,PR05,CH02,1,1499,1499,0,INR
TXN000312,2026-06-02,PR01,CH02,1,1999,1999,0,INR
TXN000313,2026-06-02,PR03,CH02,1,1299,1299,0,INR
TXN000314,2026-06-02,PR03,CH01,1,1499,1499,0,INR
TXN000315,2026-06-02,PR03,CH02,1,1299,1299,0,INR
TXN000316,2026-06-02,PR03,CH02,1,1999,1999,0,INR
TXN000317,2026-06-03,PR04,CH01,1,1999,1999,0,INR
TXN000318,2026-06-04,PR01,CH03,1,799,799,0,INR
TXN000319,2026-06-04,PR03,CH03,1,999,999,0,INR
TXN000320,2026-06-04,PR03,CH02,1,1999,1999,0,INR
TXN000321,2026-06-05,PR01,CH02,1,799,799,0,INR
TXN000322,2026-06-05,PR01,CH01,1,799,799,0,INR
TXN000323,2026-06-07,PR03,CH03,1,1299,1299,0,INR
TXN000324,2026-06-07,PR05,CH02,1,1299,1299,0,INR
TXN000325,2026-06-08,PR01,CH03,1,999,999,0,INR
TXN000326,2026-06-08,PR03,CH01,1,1299,1299,0,INR
TXN000327,2026-06-08,PR04,CH03,1,1499,1499,0,INR
TXN000328,2026-06-08,PR05,CH01,1,1299,1299,0,INR
TXN000329,2026-06-09,PR01,CH02,1,999,999,0,INR
TXN000330,2026-06-09,PR03,CH03,1,1999,1999,0,INR
TXN000331,2026-06-09,PR03,CH03,1,1499,1499,0,INR
TXN000332,2026-06-10,PR01,CH02,1,1499,1499,0,INR
TXN000333,2026-06-10,PR01,CH01,1,999,999,0,INR
TXN000334,2026-06-10,PR01,CH01,1,1999,1999,0,INR
TXN000335,2026-06-10,PR03,CH03,1,799,799,0,INR
TXN000336,2026-06-10,PR03,CH03,1,999,999,0,INR
TXN000337,2026-06-11,PR01,CH03,1,999,999,0,INR
TXN000338,2026-06-11,PR05,CH02,1,1999,1999,0,INR
TXN000339,2026-06-12,PR01,CH02,1,999,999,0,INR
TXN000340,2026-06-12,PR04,CH02,1,999,999,0,INR
TXN000341,2026-06-12,PR04,CH03,1,1499,1499,0,INR
TXN000342,2026-06-13,PR04,CH01,1,1999,1999,0,INR
TXN000343,2026-06-13,PR04,CH02,1,799,799,0,INR
TXN000344,2026-06-13,PR04,CH02,1,1999,1999,0,INR
TXN000345,2026-06-13,PR05,CH03,1,799,799,0,INR
TXN000346,2026-06-14,PR01,CH02,1,1499,1499,0,INR
TXN000347,2026-06-14,PR05,CH01,1,1499,1499,0,INR
TXN000348,2026-06-14,PR05,CH01,1,1499,1499,0,INR
TXN000349,2026-06-14,PR05,CH03,1,1299,1299,0,INR
TXN000350,2026-06-15,PR01,CH02,1,999,0,1,INR
TXN000351,2026-06-15,PR01,CH01,1,1299,1299,0,INR
TXN000352,2026-06-15,PR01,CH01,1,799,799,0,INR
TXN000353,2026-06-15,PR01,CH02,1,999,999,0,INR
TXN000354,2026-06-15,PR04,CH01,1,799,799,0,INR
TXN000355,2026-06-15,PR05,CH03,1,1999,1999,0,INR
TXN000356,2026-06-15,PR05,CH01,1,1299,1299,0,INR
TXN000357,2026-06-16,PR04,CH03,1,1499,1499,0,INR
TXN000358,2026-06-16,PR05,CH02,1,1999,1999,0,INR
TXN000359,2026-06-16,PR05,CH03,1,1999,1999,0,INR
TXN000360,2026-06-17,PR01,CH02,1,1499,0,1,INR
TXN000361,2026-06-17,PR04,CH01,1,799,799,0,INR
TXN000362,2026-06-18,PR01,CH03,1,1999,1999,0,INR
TXN000363,2026-06-18,PR01,CH03,1,1999,0,1,INR
TXN000364,2026-06-18,PR01,CH02,1,799,799,0,INR
TXN000365,2026-06-18,PR03,CH02,1,799,799,0,INR
TXN000366,2026-06-18,PR03,CH01,1,1299,1299,0,INR
TXN000367,2026-06-18,PR03,CH03,1,799,799,0,INR
TXN000368,2026-06-18,PR03,CH03,1,1299,1299,0,INR
TXN000369,2026-06-19,PR01,CH03,1,1499,1499,0,INR
TXN000370,2026-06-20,PR01,CH02,1,799,799,0,INR
TXN000371,2026-06-21,PR01,CH03,1,1499,1499,0,INR
TXN000372,2026-06-21,PR01,CH03,1,1499,1499,0,INR
TXN000373,2026-06-21,PR01,CH03,1,999,999,0,INR
TXN000374,2026-06-21,PR03,CH01,1,1299,1299,0,INR
TXN000375,2026-06-21,PR03,CH02,1,1499,1499,0,INR
TXN000376,2026-06-21,PR04,CH02,1,1299,1299,0,INR
TXN000377,2026-06-22,PR03,CH03,1,1299,1299,0,INR
TXN000378,2026-06-22,PR03,CH03,1,1499,1499,0,INR
TXN000379,2026-06-22,PR03,CH03,1,999,999,0,INR
TXN000380,2026-06-23,PR01,CH02,1,1499,1499,0,INR
TXN000381,2026-06-23,PR04,CH02,1,1499,1499,0,INR
TXN000382,2026-06-23,PR05,CH02,1,1999,1999,0,INR
TXN000383,2026-06-23,PR05,CH02,1,799,799,0,INR
TXN000384,2026-06-24,PR01,CH02,1,1999,1999,0,INR
TXN000385,2026-06-24,PR03,CH01,1,999,999,0,INR
TXN000386,2026-06-24,PR04,CH02,1,799,799,0,INR
TXN000387,2026-06-25,PR01,CH02,1,1499,1499,0,INR
TXN000388,2026-06-27,PR05,CH01,1,999,999,0,INR
TXN000389,2026-06-27,PR05,CH02,1,1999,1999,0,INR
TXN000390,2026-06-27,PR05,CH02,1,1499,1499,0,INR
TXN000391,2026-06-28,PR01,CH03,1,1499,1499,0,INR
TXN000392,2026-06-29,PR01,CH01,1,1299,1299,0,INR
TXN000393,2026-06-29,PR03,CH03,1,1999,1999,0,INR
TXN000394,2026-06-30,PR01,CH03,1,999,999,0,INR
TXN000395,2026-07-01,PR03,CH01,1,1299,1299,0,INR
TXN000396,2026-07-01,PR05,CH03,1,999,999,0,INR
TXN000397,2026-07-01,PR05,CH01,1,799,799,0,INR
TXN000398,2026-07-02,PR01,CH03,1,1499,1499,0,INR
TXN000399,2026-07-02,PR01,CH02,1,1999,1999,0,INR
TXN000400,2026-07-02,PR01,CH02,1,799,799,0,INR
TXN000401,2026-07-02,PR01,CH03,1,1999,1999,0,INR
TXN000402,2026-07-02,PR03,CH03,1,1999,1999,0,INR
TXN000403,2026-07-02,PR03,CH01,1,1499,1499,0,INR
TXN000404,2026-07-02,PR04,CH01,1,1999,1999,0,INR
TXN000405,2026-07-02,PR04,CH01,1,999,999,0,INR
TXN000406,2026-07-02,PR05,CH02,1,1999,1999,0,INR
TXN000407,2026-07-03,PR01,CH02,1,999,999,0,INR
TXN000408,2026-07-03,PR01,CH03,1,1299,1299,0,INR
TXN000409,2026-07-04,PR03,CH01,1,999,999,0,INR
TXN000410,2026-07-04,PR03,CH03,1,1999,1999,0,INR
TXN000411,2026-07-04,PR03,CH03,1,799,799,0,INR
TXN000412,2026-07-05,PR01,CH03,1,1299,1299,0,INR
TXN000413,2026-07-05,PR03,CH02,1,1999,1999,0,INR
TXN000414,2026-07-05,PR05,CH02,1,1299,1299,0,INR
TXN000415,2026-07-06,PR01,CH03,1,1499,1499,0,INR
TXN000416,2026-07-06,PR01,CH01,1,799,799,0,INR
TXN000417,2026-07-07,PR03,CH02,1,1299,1299,0,INR
TXN000418,2026-07-07,PR03,CH01,1,1299,1299,0,INR
TXN000419,2026-07-09,PR01,CH03,1,1499,1499,0,INR
